#OTUID	taxonomy	USEARCH	SINTAX	UTAX
OTU258	GS|100.0|MT453270|SH1650283.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella alpina	No hit
OTU259	SS|0.9700|KR063510|SH1648258.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Clavariaceae	No hit
OTU260	GS|99.7|HM589265|SH1509531.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae	k:Fungi	No hit
OTU261	GSL|100.0|KM580054|SH1537332.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	No hit
OTU263	GS|98.0|UDB0332830|SH2734691.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae,g:Lindtneria	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae,g:Lindtneria	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Stephanosporaceae	No hit
OTU264	SS|0.9100|UDB0300876|SH2727643.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales	No hit
OTU265	GS|100.0|UDB0297954|SH2723560.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Clavicipitaceae,g:Pochonia	No hit
OTU266	GS|99.2|KT728288|SH1522500.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU267	GS|98.7|HQ895816|SH1547592.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae,g:Glomus	No hit
OTU269	GS|99.3|HQ339880|SH1649298.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Tolypocladium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Tolypocladium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	No hit
OTU270	SS|0.9700|MW216056|SH2715185.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU271	GS|100.0|UDB0304868|SH1565370.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Atheliales,f:Tylosporaceae,g:Amphinema	No hit
OTU273	SS|0.9300|KP889598|SH1653626.08FU;k:Fungi,p:Chytridiomycota,c:Chytridiomycetes	k:Fungi,p:Chytridiomycota,c:Chytridiomycetes,o:Chytridiales	k:Fungi,p:Chytridiomycota,c:Chytridiomycetes	No hit
OTU274	GS|100.0|KP889740|SH1194011.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	No hit
OTU275	GS|70.3|UDB0717361|SH3340967.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU276	GS|97.4|UDB0165966|SH1506917.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU277	GS|100.0|UDB0292016|SH3336886.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	No hit
OTU280	SS|0.9000|None;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae	No hit	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae	No hit
OTU281	GS|98.3|UDB0400724|SH1571034.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU282	GS|97.3|KM041892|SH1189678.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU283	GS|100.0|JQ666713|SH1542189.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Tricholomataceae,g:Mycena	No hit
OTU284	GS|98.7|UDB0539723|SH2727263.08FU;k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota	k:Fungi,p:Chytridiomycota	No hit
OTU286	SS|1.0000|HM239699|SH1515411.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU287	GS|100.0|HE863714|SH1649268.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma terricola	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma terricola	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Solicoccozyma,s:Solicoccozyma terricola	No hit
OTU288	GS|99.7|HQ895792|SH1182665.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	No hit
OTU290	GS|100.0|UDB0197169|SH2728393.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	k:Fungi,p:Ascomycota,c:Sordariomycetes	No hit
OTU292	GS|100.0|MK336446|SH1515384.08FU;k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia restricta	k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia restricta	k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales	No hit
OTU293	GS|100.0|KP889874|SH1509600.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae	No hit
OTU294	SS|1.0000|None;k:Fungi	No hit	k:Fungi	No hit
OTU295	GS|100.0|MN431406|SH1536065.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella,s:Sagenomella griseoviridis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella,s:Sagenomella griseoviridis	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Sagenomella	No hit
OTU296	GS|97.7|HQ895816|SH1547592.08FU;k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota,c:Glomeromycetes,o:Glomerales,f:Glomeraceae	k:Fungi,p:Glomeromycota	No hit
OTU297	GS|99.7|UDB016460|SH1565112.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,g:Leucogyrophana,s:Leucogyrophana mollusca	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,g:Leucogyrophana,s:Leucogyrophana mollusca	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,g:Leucogyrophana,s:Leucogyrophana mollusca	No hit
OTU298	GS|100.0|HQ414199|SH1638654.08FU;k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Taxodiaceae,g:Sequoia,s:Sequoia sempervirens	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Taxodiaceae,g:Sequoia,s:Sequoia sempervirens	k:Viridiplantae,p:Coniferophyta,c:Pinopsida,o:Pinales,f:Taxodiaceae,g:Sequoia,s:Sequoia sempervirens	No hit
OTU299	GS|89.7|KF296967|SH1524209.08FU;k:Fungi,p:Rozellomycota	k:Fungi,p:Rozellomycota	No hit	No hit
OTU300	GSL|100.0|MT502794|SH1616871.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Apiotrichum	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Apiotrichum	No hit
OTU301	SS|1.0000|MT785776|SH3568247.08FU;k:Fungi	k:Fungi,p:Ascomycota	k:Fungi	No hit
OTU303	GS|98.4|KC222782|SH1513362.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,g:Acremonium	No hit
OTU304	GDL|99.7|JX042865|SH1546350.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Neonectria	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Dactylonectria,s:Dactylonectria amazonica	No hit
OTU305	SS|0.9900|UDB0347769|SH2729995.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	No hit
OTU307	GS|98.0|KU878877|SH1570934.08FU;k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	k:Fungi,p:Glomeromycota	No hit
OTU308	GS|100.0|UDB0154101|SH1557024.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU310	GS|98.1|UDB0540726|SH2615829.08FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces	No hit
OTU311	GS|99.7|UDB0182021|SH2727909.08FU;k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	k:Fungi,p:Basidiomycota	No hit
OTU312	GSL|100.0|MT131349|SH1522919.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Pezicula	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Pezicula	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Dermateaceae,g:Pezicula	No hit
OTU313	GS|98.7|UDB0374417|SH2720964.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	No hit
OTU314	GSL|100.0|KF769436|SH1530022.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium	No hit
OTU316	GS|100.0|UDB0307616|SH1557056.08FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella	No hit
OTU317	GS|99.0|UDB0310466|SH2715511.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	k:Fungi,p:Ascomycota,c:Dothideomycetes	No hit
OTU318	GS|100.0|UDB0398403|SH1566026.08FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales	No hit
OTU319	SS|1.0000|MG761373|SH1539865.08FU;k:Fungi	k:Fungi	k:Fungi	No hit
OTU321	GS|98.7|UDB0275939|SH3337742.08FU;k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	k:Fungi,p:Chytridiomycota,c:Rhizophydiomycetes,o:Rhizophydiales	No hit
OTU322	GS|100.0|UDB0408937|SH1564445.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales	No hit
OTU323	GS|0.0|None;No hit	No hit	No hit	No hit
OTU324	GS|98.1|UDB0438047|SH1524317.08FU;k:Fungi,p:Basidiomycota,c:Microbotryomycetes	k:Fungi,p:Basidiomycota,c:Microbotryomycetes	k:Fungi	No hit
OTU325	GSL|100.0|MN809450|SH1616870.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Cutaneotrichosporon,s:Cutaneotrichosporon dermatis	k:Fungi,p:Basidiomycota,c:Tremellomycetes	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae,g:Cutaneotrichosporon,s:Cutaneotrichosporon dermatis	No hit
OTU326	SS|0.8000|MN699390|SH3566556.08FU;k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Savoryellales,f:Savoryellaceae,g:Ascotaiwania	k:Fungi,p:Ascomycota	No hit
OTU327	SS|1.0000|UDB0236188|SH1563645.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi	No hit
OTU328	GS|100.0|HM234148|SH1555183.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Suillaceae,g:Suillus,s:Suillus lakei	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Suillaceae,g:Suillus,s:Suillus lakei	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Suillaceae,g:Suillus,s:Suillus lakei	No hit
OTU329	GS|100.0|KC009108|SH1565475.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron,s:Oidiodendron truncatum	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron,s:Oidiodendron truncatum	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Myxotrichaceae,g:Oidiodendron,s:Oidiodendron truncatum	No hit
OTU330	SS|0.9700|UDB0298240|SH1635837.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Exophiala	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU331	GS|0.0|None;No hit	No hit	No hit	No hit
OTU332	GS|100.0|JQ673066|SH1518088.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia,s:Postia sericeomollis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia,s:Postia sericeomollis	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Postia	No hit
OTU333	SS|0.9600|KT581650|SH1505518.08FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Cucurbitariaceae,g:Pyrenochaeta	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales	No hit
OTU334	SS|1.0000|UDB0534733|SH2722310.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae	No hit
OTU335	GS|98.3|UDB061056|SH2722238.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales,f:Serendipitaceae,g:Serendipita	No hit
OTU336	GS|99.6|UDB0156276|SH1523120.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae	No hit
OTU337	SS|1.0000|JF449746|SH1182524.08FU;k:Fungi	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales	k:Fungi	No hit
OTU338	GS|99.7|MW216228|SH1564759.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala,s:Phialocephala fusca	k:Fungi	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Vibrisseaceae,g:Phialocephala,s:Phialocephala fusca	No hit
OTU339	GS|79.4|LC371024|SH1240512.08FU;k:Fungi	k:Fungi	No hit	No hit
OTU340	SS|1.0000|UDB015292|SH1527482.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe,s:Inocybe subnudipes	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit
OTU342	GS|100.0|UDB0332904|SH3329152.08FU;k:Fungi,p:Zoopagomycota	k:Fungi,p:Zoopagomycota	k:Fungi,p:Zoopagomycota	No hit
OTU343	SS|0.9900|UDB0337430|SH3336741.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales	No hit
OTU344	GS|100.0|UDB0426584|SH1529591.08FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales	No hit
OTU345	GDL|100.0|MT512660|SH1524428.08FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma	No hit
OTU346	GS|100.0|MK484034|SH1522403.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales,f:Hyaloriaceae,g:Protomerulius,s:Protomerulius brachysporus	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales,f:Hyaloriaceae,g:Protomerulius	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Auriculariales,f:Hyaloriaceae,g:Protomerulius,s:Protomerulius brachysporus	No hit
OTU347	GS|99.7|UDB0778277|SH1565178.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Galerina,s:Galerina marginata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Galerina,s:Galerina marginata	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae	No hit
OTU348	GS|99.7|KR476718|SH1509514.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Phacidium,s:Phacidium grevilleae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Phacidium,s:Phacidium grevilleae	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Phacidiales,f:Phacidiaceae,g:Phacidium	No hit
OTU349	GS|98.3|UDB0149325|SH2727597.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Inocybaceae,g:Inocybe	No hit
OTU350	SS|0.9800|UDB0334628|SH2730773.08FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Pulvinula	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae	No hit
OTU352	GS|98.4|KF274154|SH1522496.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Chalara	No hit
OTU353	GS|0.0|None;No hit	No hit	No hit	No hit
OTU355	SS|1.0000|UDB0697846|SH2735471.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Sebacinales	No hit
OTU356	GS|100.0|UDB0304283|SH1529822.08FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Carcinomycetaceae,g:Carcinomyces	k:Fungi,p:Basidiomycota,c:Tremellomycetes	No hit
OTU357	GS|97.7|GQ985416|SH1503345.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella	No hit
OTU358	GS|98.0|KX611552|SH1560072.08FU;k:Fungi,p:Ascomycota,c:Leotiomycetes	k:Fungi,p:Ascomycota	k:Fungi,p:Ascomycota,c:Leotiomycetes	No hit
OTU359	GS|99.5|LC028226|SH1645878.08FU;k:Fungi,p:Ascomycota	k:Fungi	k:Fungi,p:Ascomycota	No hit
OTU360	SS|1.0000|UDB0689213|SH2748613.08FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe	No hit
OTU362	GS|100.0|MW015778|SH1565713.08FU;k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia globosa	k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia globosa	k:Fungi,p:Basidiomycota,c:Malasseziomycetes,o:Malasseziales,f:Malasseziaceae,g:Malassezia,s:Malassezia globosa	No hit
